item_id,post_id,topic,created_at,url,text_preview,annotator_1,annotator_2,annotator_3,annotator_4,final_sentiment,valid_annotation_count,invalid_annotation_count
502,41682649,Cryptocurrency,2024-09-28T20:10:18Z,https://news.ycombinator.com/item?id=41682649,node:crypto seems to be supported by Deno's compatibly layer,neutral,neutral,neutral,neutral,neutral,4,0
503,41672642,Cryptocurrency,2024-09-27T16:37:38Z,https://news.ycombinator.com/item?id=41672642,"If you think crypto is a zero sum game, try fiat!",negative,neutral,negative,negative,negative,4,0
504,41649877,Cryptocurrency,2024-09-25T17:39:49Z,https://news.ycombinator.com/item?id=41649877,"The web site looks like a typical crypto scam.[1]<p>[1] <a href=""https://web.archive.org/web/20230216090211/https://ecurrencyescrow.llc/"" rel=""nofollow"">https://web.archive.org/web/20230216090211/https://ecurrency...</a>",neutral,negative,negative,negative,negative,4,0
505,41636341,Cryptocurrency,2024-09-24T13:39:21Z,https://news.ycombinator.com/item?id=41636341,Same like cryptobros selling signals or trading courses to other cryptobros.,negative,negative,negative,negative,negative,4,0
506,41629685,Cryptocurrency,2024-09-23T19:36:38Z,https://news.ycombinator.com/item?id=41629685,Crypto bro sells AI; news at 11.,neutral,negative,negative,negative,negative,4,0
507,41677402,Cryptocurrency,2024-09-28T02:25:36Z,https://news.ycombinator.com/item?id=41677402,Your blog will be compatible with the blockchain!,neutral,neutral,positive,positive,manual_review,4,0
508,41642270,Cryptocurrency,2024-09-25T00:00:24Z,https://news.ycombinator.com/item?id=41642270,I enjoy your irregular use of the word “blockchain.”,negative,positive,positive,positive,positive,4,0
509,41623873,Cryptocurrency,2024-09-23T08:49:18Z,https://news.ycombinator.com/item?id=41623873,BFBS: BF Blockchain Solutions BFF: BF for Finance,neutral,neutral,neutral,neutral,neutral,4,0
510,41579872,Cryptocurrency,2024-09-18T14:04:04Z,https://news.ycombinator.com/item?id=41579872,But they did it during peak blockchain hype though.,neutral,negative,negative,negative,negative,4,0
511,41579707,Cryptocurrency,2024-09-18T13:48:33Z,https://news.ycombinator.com/item?id=41579707,Bitcoin =/= Blockchain<p>Just like Facebook =/= HTTP,neutral,neutral,neutral,neutral,neutral,4,0
512,41579235,Cryptocurrency,2024-09-18T13:04:25Z,https://news.ycombinator.com/item?id=41579235,"They talk about btc as financial instrument $$$$, not blockchains",neutral,neutral,neutral,neutral,neutral,4,0
513,41577514,Cryptocurrency,2024-09-18T09:07:58Z,https://news.ycombinator.com/item?id=41577514,Pivot to Blockchain AI in 3 ... 2 ... 1 ...,neutral,negative,negative,negative,negative,4,0
514,40837713,Cryptocurrency,2024-06-30T15:25:50Z,https://news.ycombinator.com/item?id=40837713,"This is true in crypto, but not true in Bitcoin",negative,neutral,neutral,neutral,neutral,4,0
515,40837297,Cryptocurrency,2024-06-30T14:19:36Z,https://news.ycombinator.com/item?id=40837297,Can this be used to improve the Bitcoin Lightning Network?,neutral,neutral,neutral,neutral,neutral,4,0
516,40833318,Cryptocurrency,2024-06-29T20:59:44Z,https://news.ycombinator.com/item?id=40833318,15 years ago? Just buy bitcoin,neutral,neutral,negative,negative,manual_review,4,0
517,40832846,Cryptocurrency,2024-06-29T19:28:57Z,https://news.ycombinator.com/item?id=40832846,About the only way to hold bitcoin without selling is forced to,negative,neutral,negative,negative,negative,4,0
518,40823418,Cryptocurrency,2024-06-28T18:19:49Z,https://news.ycombinator.com/item?id=40823418,(people sing a different tune when the power consumer is bitcoin miners),neutral,negative,negative,negative,negative,4,0
519,40807195,Cryptocurrency,2024-06-27T04:23:51Z,https://news.ycombinator.com/item?id=40807195,Isn't bitcoin at all-time highs? In what way has it died?,positive,neutral,neutral,neutral,neutral,4,0
520,40791995,Cryptocurrency,2024-06-25T18:43:10Z,https://news.ycombinator.com/item?id=40791995,Bitcoin sell off happened around the release of JA,negative,neutral,neutral,neutral,neutral,4,0
521,40722936,Cryptocurrency,2024-06-18T22:52:57Z,https://news.ycombinator.com/item?id=40722936,Did Ethereum end up moving to PoS? How did that work out?,neutral,neutral,neutral,neutral,neutral,4,0
522,40382175,Cryptocurrency,2024-05-16T19:30:33Z,https://news.ycombinator.com/item?id=40382175,Former MIT students indicted on $25 million ethereum heist,negative,neutral,neutral,neutral,neutral,4,0
523,40372541,Cryptocurrency,2024-05-15T21:24:04Z,https://news.ycombinator.com/item?id=40372541,"No bug in Ethereum, what lazy journalism.",negative,negative,negative,negative,negative,4,0
524,40313198,Cryptocurrency,2024-05-09T21:36:43Z,https://news.ycombinator.com/item?id=40313198,Simple question: Why is Ethereum refusing to register ETH as a security?,negative,neutral,neutral,neutral,neutral,4,0
525,40088026,Cryptocurrency,2024-04-19T15:26:51Z,https://news.ycombinator.com/item?id=40088026,This would have been cool for hardware wallets when Ethereum was relevant.,neutral,negative,negative,negative,negative,4,0
526,48764902,Climate Change,2026-07-02T17:43:06Z,https://news.ycombinator.com/item?id=48764902,<p><pre><code> and probably unaffected from climate change </code></pre> No place is unaffected.,neutral,neutral,negative,negative,manual_review,4,0
527,48754743,Climate Change,2026-07-02T00:03:13Z,https://news.ycombinator.com/item?id=48754743,"You know climate change isn't just places getting hotter, right?",neutral,neutral,negative,negative,manual_review,4,0
528,48699253,Climate Change,2026-06-27T15:46:12Z,https://news.ycombinator.com/item?id=48699253,This is how climate change kills people.,negative,negative,negative,negative,negative,4,0
529,48698437,Climate Change,2026-06-27T14:07:20Z,https://news.ycombinator.com/item?id=48698437,If only climate change was as easy a solve,negative,neutral,negative,negative,negative,4,0
530,48655983,Climate Change,2026-06-24T06:32:29Z,https://news.ycombinator.com/item?id=48655983,There is no climate change in America. They have AC.,negative,negative,negative,negative,negative,4,0
531,48654292,Climate Change,2026-06-24T02:14:34Z,https://news.ycombinator.com/item?id=48654292,Climate change also kills people and we don't do anything about it,negative,negative,negative,negative,negative,4,0
532,48651480,Climate Change,2026-06-23T21:08:40Z,https://news.ycombinator.com/item?id=48651480,What climate change have to do with anything?,neutral,neutral,neutral,neutral,neutral,4,0
533,48135720,Climate Change,2026-05-14T14:12:55Z,https://news.ycombinator.com/item?id=48135720,Global warming will bring the sea to them,negative,neutral,negative,negative,negative,4,0
534,48110825,Climate Change,2026-05-12T16:48:18Z,https://news.ycombinator.com/item?id=48110825,"""My city got record snow therefore global warming is bogus""",negative,neutral,negative,negative,negative,4,0
535,48496312,Climate Change,2026-06-11T20:58:31Z,https://news.ycombinator.com/item?id=48496312,"Solar has also overtaken fossil gas.<p><a href=""https://www.canarymedia.com/articles/clean-energy/renewables-beat-natural-gas-us-grid-march-2026"" rel=""nofollow"">https://www.canarymedia.com/articles/clean-energy/renewables...</a>",neutral,neutral,neutral,neutral,neutral,4,0
536,48400102,Climate Change,2026-06-04T15:26:34Z,https://news.ycombinator.com/item?id=48400102,Plenty of people call renewable energy woke,negative,neutral,negative,negative,negative,4,0
537,48335601,Climate Change,2026-05-30T12:48:01Z,https://news.ycombinator.com/item?id=48335601,You mean Vaccine researchers? Or renewable energy researchers?,neutral,neutral,neutral,neutral,neutral,4,0
538,48052204,Climate Change,2026-05-07T17:30:48Z,https://news.ycombinator.com/item?id=48052204,Yeah especially given that California is a leader in renewable energy sources.,positive,neutral,positive,positive,positive,4,0
539,47742998,Climate Change,2026-04-12T18:46:06Z,https://news.ycombinator.com/item?id=47742998,"I should have pre-fixed it with ""out of renewable energy"".",neutral,neutral,neutral,neutral,neutral,4,0
540,47741372,Climate Change,2026-04-12T16:09:14Z,https://news.ycombinator.com/item?id=47741372,"Meanwhile the US is spending billions to <i>cancel</i> renewable energy.<p><a href=""https://www.nytimes.com/2026/03/23/climate/offshore-wind-gas-trump-total.html"" rel=""nofollow"">https://www.nytimes.com/2026/03/23/climate/offshore-wind-gas...</a>",positive,neutral,negative,negative,negative,4,0
541,48594329,Climate Change,2026-06-19T02:51:50Z,https://news.ycombinator.com/item?id=48594329,Thus spake the fossil fuel lobby.,neutral,negative,negative,negative,negative,4,0
542,48465879,Climate Change,2026-06-09T18:58:12Z,https://news.ycombinator.com/item?id=48465879,"The ""saves $"" value is based on fossil fuels, not nuclear.",positive,neutral,neutral,neutral,neutral,4,0
543,48462880,Climate Change,2026-06-09T16:03:52Z,https://news.ycombinator.com/item?id=48462880,batteries are not yet competitive with fossil fuel,negative,neutral,neutral,neutral,neutral,4,0
544,48401526,Climate Change,2026-06-04T17:08:02Z,https://news.ycombinator.com/item?id=48401526,All of that is still much better than for fossil fuels.,negative,neutral,positive,positive,positive,4,0
545,48203945,Climate Change,2026-05-20T06:42:31Z,https://news.ycombinator.com/item?id=48203945,The thread is about the world moving off fossil fuels.,neutral,neutral,neutral,neutral,neutral,4,0
546,48038843,Climate Change,2026-05-06T17:21:00Z,https://news.ycombinator.com/item?id=48038843,literally the entire economy is powered by fossil fuels,neutral,neutral,neutral,neutral,neutral,4,0
547,47940119,Climate Change,2026-04-28T20:20:08Z,https://news.ycombinator.com/item?id=47940119,This is an admission that fossil fuels are losing to renewables.,negative,neutral,positive,positive,positive,4,0
548,47527569,Climate Change,2026-03-26T07:24:45Z,https://news.ycombinator.com/item?id=47527569,Upside: Maybe helps a tiny bit on climate change.,positive,positive,positive,positive,positive,4,0
549,47276645,Climate Change,2026-03-06T15:59:34Z,https://news.ycombinator.com/item?id=47276645,Climate change is not the main cause for turbulence.,positive,neutral,neutral,neutral,neutral,4,0
550,47254408,Climate Change,2026-03-04T21:48:46Z,https://news.ycombinator.com/item?id=47254408,"Climate change and pollution, and yes they do.",neutral,neutral,positive,positive,manual_review,4,0
551,47253719,Climate Change,2026-03-04T20:59:04Z,https://news.ycombinator.com/item?id=47253719,This is abundantly clear in all remotely-scientific discussion of climate change.,negative,neutral,positive,positive,positive,4,0
552,47066885,Climate Change,2026-02-18T21:44:58Z,https://news.ycombinator.com/item?id=47066885,Wasn’t that film explicitly about climate change denial?,neutral,negative,neutral,neutral,neutral,4,0
553,47310519,Climate Change,2026-03-09T15:41:52Z,https://news.ycombinator.com/item?id=47310519,Hard to see past the scientific consensus on global warming,neutral,neutral,neutral,neutral,neutral,4,0
554,47279514,Climate Change,2026-03-06T19:01:57Z,https://news.ycombinator.com/item?id=47279514,Because 'global warming has accelerated significantly'?,negative,neutral,neutral,neutral,neutral,4,0
555,46586301,Climate Change,2026-01-12T09:59:25Z,https://news.ycombinator.com/item?id=46586301,Are you saying we need global warming for the melt to increase?,negative,neutral,neutral,neutral,neutral,4,0
556,47025539,Climate Change,2026-02-15T17:28:21Z,https://news.ycombinator.com/item?id=47025539,"Fashion production is responsible for 8-10% of all carbon emissions<p><a href=""https://www.ifc.org/en/insights-reports/2023/strengthening-sustainability-in-the-textile-industry"" rel=""nofollow"">https://www.ifc.org/en/insights-reports/2023/strengthening-s...</a>",negative,neutral,neutral,neutral,neutral,4,0
557,46980209,Climate Change,2026-02-11T20:11:37Z,https://news.ycombinator.com/item?id=46980209,An effective way to cut carbon emissions before feedback loops are triggered,neutral,neutral,positive,positive,manual_review,4,0
558,46716335,Climate Change,2026-01-22T07:41:40Z,https://news.ycombinator.com/item?id=46716335,How many carbon emissions are produced running this?,neutral,neutral,neutral,neutral,neutral,4,0
559,46639820,Climate Change,2026-01-15T21:49:27Z,https://news.ycombinator.com/item?id=46639820,"Carbon tax is not about offsetting emissions, it's about disincentivising fossil fuels.",negative,neutral,neutral,neutral,neutral,4,0
560,47525292,Climate Change,2026-03-26T00:34:52Z,https://news.ycombinator.com/item?id=47525292,...What does induction cooking have to do with renewable energy?,neutral,neutral,neutral,neutral,neutral,4,0
561,47459573,Climate Change,2026-03-20T19:40:44Z,https://news.ycombinator.com/item?id=47459573,Or the Chinese renewable energy sector.,neutral,neutral,neutral,neutral,neutral,4,0
562,47459561,Climate Change,2026-03-20T19:39:28Z,https://news.ycombinator.com/item?id=47459561,"Well then that's good for the US renewable energy sector, no?",neutral,neutral,positive,positive,manual_review,4,0
563,47312064,Climate Change,2026-03-09T17:19:01Z,https://news.ycombinator.com/item?id=47312064,...because you don't have to modulate renewable energy?,neutral,neutral,neutral,neutral,neutral,4,0
564,47265694,Climate Change,2026-03-05T18:56:28Z,https://news.ycombinator.com/item?id=47265694,Why would a country next have a 1% renewable energy mix?,neutral,neutral,neutral,neutral,neutral,4,0
565,47571200,Climate Change,2026-03-30T06:48:24Z,https://news.ycombinator.com/item?id=47571200,"Fossil fuel plants are also subsidized, in part by health spending.",neutral,neutral,neutral,neutral,neutral,4,0
566,47493522,Climate Change,2026-03-23T18:46:01Z,https://news.ycombinator.com/item?id=47493522,The US (with Canada and Mexico) is self-sufficient with fossil fuel energy.,positive,neutral,neutral,neutral,neutral,4,0
567,47493484,Climate Change,2026-03-23T18:42:54Z,https://news.ycombinator.com/item?id=47493484,"Fortunately, fossil fuels are a stable and geopolitically risk-free source of energy.",positive,neutral,positive,positive,positive,4,0
568,47483678,Climate Change,2026-03-22T23:55:42Z,https://news.ycombinator.com/item?id=47483678,The real issue was calling them fossil fuels.,negative,neutral,neutral,neutral,neutral,4,0
569,47439790,Climate Change,2026-03-19T14:10:40Z,https://news.ycombinator.com/item?id=47439790,Iran tried to ditch fossil fuel for atomic but cIA said no.,negative,neutral,neutral,neutral,neutral,4,0
570,47429263,Climate Change,2026-03-18T18:14:18Z,https://news.ycombinator.com/item?id=47429263,Especially when we're talking about datacenters with onsite fossil fuel power generation.,negative,neutral,neutral,neutral,neutral,4,0
571,46207928,Climate Change,2025-12-09T17:41:51Z,https://news.ycombinator.com/item?id=46207928,Shouldn’t there be more doom and gloom climate change headlines.,negative,negative,neutral,neutral,manual_review,4,0
572,46088921,Climate Change,2025-11-29T16:51:32Z,https://news.ycombinator.com/item?id=46088921,See Bill Gates recent article on climate change alarmism.,neutral,neutral,neutral,neutral,neutral,4,0
573,46047302,Climate Change,2025-11-25T16:18:28Z,https://news.ycombinator.com/item?id=46047302,"Original article: ""Elevation-dependent climate change in mountain environments"" - <a href=""https://www.nature.com/articles/s43017-025-00740-4"" rel=""nofollow"">https://www.nature.com/articles/s43017-025-00740-4</a>",negative,neutral,neutral,neutral,neutral,4,0
574,46013337,Climate Change,2025-11-22T09:08:42Z,https://news.ycombinator.com/item?id=46013337,And why?<p>Climate change (no rain) but especially bad water mgt.,negative,negative,neutral,neutral,manual_review,4,0
575,45836091,Climate Change,2025-11-06T15:08:12Z,https://news.ycombinator.com/item?id=45836091,Scandinavia is likely to benefit from climate change.,positive,neutral,neutral,neutral,neutral,4,0
576,45801388,Climate Change,2025-11-03T17:06:41Z,https://news.ycombinator.com/item?id=45801388,Climate change will sort that out.,neutral,negative,neutral,neutral,neutral,4,0
577,45729552,Climate Change,2025-10-28T05:46:41Z,https://news.ycombinator.com/item?id=45729552,try googling Gates investment climate change,neutral,neutral,neutral,neutral,neutral,4,0
578,45697418,Climate Change,2025-10-24T18:08:43Z,https://news.ycombinator.com/item?id=45697418,"So you're a climate change denier, or what?",negative,negative,negative,negative,negative,4,0
579,46369408,Climate Change,2025-12-23T21:01:07Z,https://news.ycombinator.com/item?id=46369408,> I am not contributing to global warming<p>lol,neutral,negative,negative,negative,negative,4,0
580,46244887,Climate Change,2025-12-12T15:15:23Z,https://news.ycombinator.com/item?id=46244887,Start sailing the high seas to reduce global warming.,positive,neutral,neutral,neutral,neutral,4,0
581,46021701,Climate Change,2025-11-23T08:13:02Z,https://news.ycombinator.com/item?id=46021701,Global warming was understood for almost a century by 1980,neutral,neutral,neutral,neutral,neutral,4,0
582,45647937,Climate Change,2025-10-20T19:13:19Z,https://news.ycombinator.com/item?id=45647937,Global warming elimination.<p>Riemann hypothesis.<p>Refusal of governments.,negative,neutral,neutral,neutral,neutral,4,0
583,45577197,Climate Change,2025-10-14T07:30:26Z,https://news.ycombinator.com/item?id=45577197,I don't think global warming is the cause of population contraction.,neutral,neutral,neutral,neutral,neutral,4,0
584,46440254,Climate Change,2025-12-31T01:21:30Z,https://news.ycombinator.com/item?id=46440254,Since when is incentivizing low cost renewable energy horrifying?,neutral,neutral,neutral,neutral,neutral,4,0
585,46079172,Climate Change,2025-11-28T14:55:00Z,https://news.ycombinator.com/item?id=46079172,I thought it was an oblique critique of renewable energy.,negative,neutral,neutral,neutral,neutral,4,0
586,45952336,Climate Change,2025-11-17T10:20:46Z,https://news.ycombinator.com/item?id=45952336,"This includes an interesting section on energy (including renewables, nukes, Net Zero).",neutral,neutral,neutral,neutral,neutral,4,0
587,45944289,Climate Change,2025-11-16T11:31:40Z,https://news.ycombinator.com/item?id=45944289,Truly great news. Less competition in the renewable energy sector for us.,negative,negative,negative,negative,negative,4,0
588,46361404,Climate Change,2025-12-23T01:32:23Z,https://news.ycombinator.com/item?id=46361404,US bribery system eh I mean fossil fuel lobby strikes again,negative,negative,negative,negative,negative,4,0
589,46268651,Climate Change,2025-12-15T00:09:59Z,https://news.ycombinator.com/item?id=46268651,Guess where the fossil fuels came from...?,neutral,neutral,negative,negative,manual_review,4,0
590,46020799,Climate Change,2025-11-23T04:40:10Z,https://news.ycombinator.com/item?id=46020799,fossil fuel also underpins the us dollar so there’s that too,negative,neutral,neutral,neutral,neutral,4,0
591,45922826,Climate Change,2025-11-14T01:25:47Z,https://news.ycombinator.com/item?id=45922826,"Fossil fuels were cheaper too, and dilution was the solution to pollution.",neutral,neutral,neutral,neutral,neutral,4,0
592,45901970,Climate Change,2025-11-12T16:15:45Z,https://news.ycombinator.com/item?id=45901970,<i>All</i> the fossil fuels? Aren't some made of dead dinosaurs?,neutral,neutral,neutral,neutral,neutral,4,0
593,45826748,Climate Change,2025-11-05T19:21:42Z,https://news.ycombinator.com/item?id=45826748,When those with fossil fuel economic interests are disempowered from rent seeking.,negative,neutral,negative,negative,negative,4,0
594,45811339,Climate Change,2025-11-04T14:20:44Z,https://news.ycombinator.com/item?id=45811339,"Building rockets, moon bases, making fossil fuels less critical… yes, I agree",negative,neutral,positive,positive,positive,4,0
595,45397598,Climate Change,2025-09-27T17:14:50Z,https://news.ycombinator.com/item?id=45397598,The climate change self reinforcing loop,negative,neutral,neutral,neutral,neutral,4,0
596,45221725,Climate Change,2025-09-12T13:08:47Z,https://news.ycombinator.com/item?id=45221725,Climate change fanatics are not just climate change fanatics,negative,neutral,negative,negative,negative,4,0
597,45198403,Climate Change,2025-09-10T14:38:08Z,https://news.ycombinator.com/item?id=45198403,Insurance will be the great lever of climate change.,neutral,neutral,neutral,neutral,neutral,4,0
598,45198342,Climate Change,2025-09-10T14:34:53Z,https://news.ycombinator.com/item?id=45198342,If only someone warned us about the impacts of climate change,negative,negative,negative,negative,negative,4,0
599,45181706,Climate Change,2025-09-09T13:34:28Z,https://news.ycombinator.com/item?id=45181706,There is absolutely overwhelming evidence that climate change is impacting agriculture.,negative,neutral,positive,positive,positive,4,0
600,45095855,Climate Change,2025-09-01T19:33:08Z,https://news.ycombinator.com/item?id=45095855,Still better than continuing using fossil fuels and facing unmitigated climate change.,positive,neutral,positive,positive,positive,4,0
601,44779502,Climate Change,2025-08-03T20:31:44Z,https://news.ycombinator.com/item?id=44779502,Interesting second order effect of global warming.,negative,neutral,neutral,neutral,neutral,4,0
602,44695512,Climate Change,2025-07-26T17:06:11Z,https://news.ycombinator.com/item?id=44695512,Global warming already has multiple contributors…so always.,negative,neutral,neutral,neutral,neutral,4,0
603,44636383,Climate Change,2025-07-21T15:32:28Z,https://news.ycombinator.com/item?id=44636383,Same for 2°C of global warming…,neutral,neutral,negative,neutral,neutral,4,0
604,44611173,Climate Change,2025-07-18T23:56:57Z,https://news.ycombinator.com/item?id=44611173,Don’t ever pee in the ocean … to avoid accelerating global warming,negative,negative,negative,negative,negative,4,0
605,44453440,Climate Change,2025-07-03T10:09:57Z,https://news.ycombinator.com/item?id=44453440,Speed-running global warming with our eyes closed. Fun.,negative,negative,negative,negative,negative,4,0
606,44835898,Climate Change,2025-08-08T11:45:10Z,https://news.ycombinator.com/item?id=44835898,Carbon emissions can also be reduced by our extinction.,negative,negative,negative,negative,negative,4,0
607,44772572,Climate Change,2025-08-02T23:17:23Z,https://news.ycombinator.com/item?id=44772572,"Right, carbon emissions, excess deaths incurred on others, etc.",negative,neutral,negative,negative,negative,4,0
608,45377017,Climate Change,2025-09-25T18:39:10Z,https://news.ycombinator.com/item?id=45377017,"But the energy can be renewable, so it isn't a problem.",neutral,neutral,negative,positive,neutral,4,0
609,45229817,Climate Change,2025-09-13T06:30:54Z,https://news.ycombinator.com/item?id=45229817,Or gas (produced using renewable energy) storage,neutral,neutral,negative,neutral,neutral,4,0
610,45109703,Climate Change,2025-09-02T22:02:03Z,https://news.ycombinator.com/item?id=45109703,"China is also massively scaling storage to complement the renewables.<p><a href=""https://www.ess-news.com/2025/08/20/cnesa-chinas-new-energy-storage-fleet-surpasses-100-gw-overtakes-pumped-hydro-additions/"" rel=""nofollow"">https://www.ess-news.com/2025/08/20/cnesa-chinas-new-energy-...</a>",positive,neutral,neutral,neutral,neutral,4,0
611,45030651,Climate Change,2025-08-26T18:52:15Z,https://news.ycombinator.com/item?id=45030651,Some other *renewable* energies. Nuclear isn't generally considered renewable.,neutral,neutral,neutral,neutral,neutral,4,0
612,44908563,Climate Change,2025-08-15T04:17:37Z,https://news.ycombinator.com/item?id=44908563,"Democrats brought EV credits and renewable energy subsidies, this government ended them.",negative,neutral,negative,negative,negative,4,0
613,45423908,Climate Change,2025-09-30T10:35:30Z,https://news.ycombinator.com/item?id=45423908,Or one that cannot be used in fossil fuel industry.,neutral,neutral,neutral,neutral,neutral,4,0
614,45251546,Climate Change,2025-09-15T16:18:37Z,https://news.ycombinator.com/item?id=45251546,> <i>migrating fossil fuel heating loads to electric?</i><p>Yes.,neutral,neutral,neutral,neutral,neutral,4,0
615,44750398,Climate Change,2025-07-31T21:26:05Z,https://news.ycombinator.com/item?id=44750398,Inventing reasons to perpetuate fossil fuel extraction is counter productive.,negative,negative,negative,negative,negative,4,0
616,44518876,Climate Change,2025-07-10T08:59:46Z,https://news.ycombinator.com/item?id=44518876,All fossil fuels also come from the sun!,negative,neutral,neutral,neutral,neutral,4,0
617,44391669,Climate Change,2025-06-26T21:31:45Z,https://news.ycombinator.com/item?id=44391669,He obviously wants to advance climate change,negative,neutral,negative,negative,negative,4,0
618,44258844,Climate Change,2025-06-12T15:21:16Z,https://news.ycombinator.com/item?id=44258844,Climate change was still a distant worry too,negative,neutral,negative,neutral,manual_review,4,0
619,44216816,Climate Change,2025-06-08T13:14:42Z,https://news.ycombinator.com/item?id=44216816,"He was never saving the world from climate change, you're just naive.",negative,negative,negative,negative,negative,4,0
620,44177946,Climate Change,2025-06-04T07:08:01Z,https://news.ycombinator.com/item?id=44177946,"""climate change advocate"", in contrast to some ""climate change opponent""?",neutral,neutral,neutral,neutral,neutral,4,0
621,44080802,Climate Change,2025-05-24T13:01:36Z,https://news.ycombinator.com/item?id=44080802,Good. This is the #1 way to prevent climate change.,positive,positive,positive,positive,positive,4,0
622,44422844,Climate Change,2025-06-30T13:09:02Z,https://news.ycombinator.com/item?id=44422844,Maybe we should. Maybe that's better than global warming.,positive,neutral,neutral,negative,neutral,4,0
623,44374215,Climate Change,2025-06-25T06:37:28Z,https://news.ycombinator.com/item?id=44374215,Global warming also affects the feasible latitudes for food production.,negative,neutral,negative,negative,negative,4,0
624,44106553,Climate Change,2025-05-27T13:01:47Z,https://news.ycombinator.com/item?id=44106553,How better? It contributes to global warming and air pollution directly.,negative,negative,negative,negative,negative,4,0
625,44084470,Climate Change,2025-05-24T23:43:29Z,https://news.ycombinator.com/item?id=44084470,With global warming the Arctic will be increasingly accessible too!,negative,neutral,negative,negative,negative,4,0
626,44014120,Climate Change,2025-05-17T13:19:12Z,https://news.ycombinator.com/item?id=44014120,"I'll bite. What's wrong with the terms ""global warming"" and ""climate change""?",neutral,neutral,negative,neutral,neutral,4,0
627,43950325,Climate Change,2025-05-11T00:56:52Z,https://news.ycombinator.com/item?id=43950325,97% of all scientists named steve agree that global warming is happening!,negative,negative,negative,negative,negative,4,0
628,43979496,Climate Change,2025-05-14T00:40:08Z,https://news.ycombinator.com/item?id=43979496,"Better from the perspective of carbon emissions, but that isn't everything.",neutral,neutral,neutral,neutral,neutral,4,0
629,44377165,Climate Change,2025-06-25T13:34:16Z,https://news.ycombinator.com/item?id=44377165,"As a strict matter, this is non-renewable energy.",neutral,neutral,neutral,neutral,neutral,4,0
630,44404670,Climate Change,2025-06-28T13:47:23Z,https://news.ycombinator.com/item?id=44404670,A million people a year die from fossil fuel pollution,negative,negative,negative,negative,negative,4,0
631,44275117,Climate Change,2025-06-14T08:43:43Z,https://news.ycombinator.com/item?id=44275117,The IEA's purpose is to boost fossil fuels + nuclear?,neutral,neutral,neutral,neutral,neutral,4,0
632,43859520,Climate Change,2025-05-01T16:00:52Z,https://news.ycombinator.com/item?id=43859520,"VGT is 0% fossil fuels, ESGV is 0.54%.",neutral,neutral,neutral,neutral,neutral,4,0
633,43828385,Climate Change,2025-04-29T03:13:39Z,https://news.ycombinator.com/item?id=43828385,Green energy! Maybe nuclear and fossil fuels would help?,neutral,neutral,neutral,neutral,neutral,4,0
634,43751284,Climate Change,2025-04-21T12:37:04Z,https://news.ycombinator.com/item?id=43751284,You could instead make the fossil fuels cost more.,neutral,neutral,neutral,neutral,neutral,4,0
635,43330274,Climate Change,2025-03-11T08:11:12Z,https://news.ycombinator.com/item?id=43330274,Also the best model (current reality) is showing climate change!,negative,neutral,neutral,negative,manual_review,4,0
636,43293657,Climate Change,2025-03-07T19:42:10Z,https://news.ycombinator.com/item?id=43293657,"Which ""one entity"" is funding climate change research?",neutral,neutral,negative,neutral,neutral,4,0
637,43249906,Climate Change,2025-03-04T03:24:38Z,https://news.ycombinator.com/item?id=43249906,> comes from unrealized climate change expectations<p>Wow.,negative,negative,negative,negative,negative,4,0
638,43089483,Climate Change,2025-02-18T13:55:17Z,https://news.ycombinator.com/item?id=43089483,"If we axe the NOAA, then we will solve climate change...awareness.",negative,negative,negative,negative,negative,4,0
639,43066467,Climate Change,2025-02-16T08:46:28Z,https://news.ycombinator.com/item?id=43066467,so in practice climate change is de-facto off limits,neutral,neutral,negative,negative,manual_review,4,0
640,43064132,Climate Change,2025-02-16T00:42:29Z,https://news.ycombinator.com/item?id=43064132,"You're talking about Al Gore discussing climate change, right?",neutral,neutral,neutral,neutral,neutral,4,0
641,43058830,Climate Change,2025-02-15T14:39:08Z,https://news.ycombinator.com/item?id=43058830,AI is a net positive for climate change,positive,neutral,negative,neutral,neutral,4,0
642,43058320,Climate Change,2025-02-15T13:25:54Z,https://news.ycombinator.com/item?id=43058320,Climate change is already a pretty good precedent on this,neutral,neutral,neutral,neutral,neutral,4,0
643,42610813,Climate Change,2025-01-06T14:29:35Z,https://news.ycombinator.com/item?id=42610813,This literally applies to everything in this world except global warming :D,neutral,neutral,neutral,negative,neutral,4,0
644,42827309,Climate Change,2025-01-26T03:00:01Z,https://news.ycombinator.com/item?id=42827309,500 billion can move whole country to renewable energy,neutral,neutral,neutral,neutral,neutral,4,0
645,42653890,Climate Change,2025-01-10T08:53:29Z,https://news.ycombinator.com/item?id=42653890,China's renewable energy is mostly solar.,positive,neutral,neutral,neutral,neutral,4,0
646,43536749,Climate Change,2025-03-31T16:19:56Z,https://news.ycombinator.com/item?id=43536749,Aren’t decane and dodecane present in fossil fuels?,neutral,neutral,neutral,neutral,neutral,4,0
647,43468023,Climate Change,2025-03-25T04:00:58Z,https://news.ycombinator.com/item?id=43468023,Landfills are not full of fossil fuels,negative,neutral,neutral,neutral,neutral,4,0
648,43063247,Climate Change,2025-02-15T22:49:45Z,https://news.ycombinator.com/item?id=43063247,"precisely, fossil fuels are ruining the economy",negative,negative,negative,negative,negative,4,0
